date,channel,campaign,impressions,clicks,spend
2025-10-31,Google Shopping,Shopping - New Launches,227,12,£5.42
2025-10-13,Google Search,Non-Brand - Competitor,365,14,7.82
2026-03-11,Affiliate,Affiliate - Beauty Bloggers,84,3,0.68
2025-08-25,Meta Ads,Retargeting - Carousel,354,15,10.2
2025-02-04,Google Shopping,Shopping - Bestsellers,345,12,5.09
2026-02-03,Google Shopping,Shopping - New Launches,338,12,4.63
2025-08-05,Google Shopping,Shopping - New Launches,385,15,£6.50
2025-08-15,Affiliate ,Affiliate - Beauty Bloggers,130,5,1.18
2026-03-05,google search,Brand - Search,337,12,6.55
2026-05-04,Google Search,Non-Brand - Competitor,280,13,6.79
2025-06-25,Google Search,Non-Brand - Generic,400,17,10.01
2025-06-29,Google Shopping,Shopping - New Launches,250,11,4.84
2026-04-15,Meta Ads,Prospecting - Static,491,26,24.07
2025-09-26,Google Search,Brand - Search,539,19,10.48
2026-06-18,Meta Ads,Prospecting - Video,694,32,29.13
2025-02-01,Google Shopping,Shopping - New Launches,96,4,£1.71
2025-08-06,Google Shopping,Shopping - Bestsellers,365,19,8.36
2025-08-08,Meta Ads,Prospecting - Static,361,15,11.48
2025-09-25,Facebook/Instagram Ads,Prospecting - Video,411,20,£14.31
2025-03-06,Google Search,Non-Brand - Competitor,167,7,3.99
2026-05-12,Affiliate,Affiliate - Cashback Sites,237,12,2.51
2026-03-28,Meta Ads,Retargeting - Carousel,706,30,24.47
2026-01-30,Google Shopping,Shopping - Bestsellers,168,9,£3.97
2025-07-29,Affiliate,Affiliate - Beauty Bloggers,85,3,0.64
2026-03-26,Google Search,Non-Brand - Generic,454,23,12.61
2025-01-23,Affiliate,Affiliate - Beauty Bloggers,22,1,0.21
2026-04-30,Affiliate,Affiliate - Cashback Sites,67,3,0.67
2025-01-05,Google Search,Non-Brand - Competitor,55,3,1.69
2026-06-15,Google_Search,Non-Brand - Competitor,489,21,11.35
2025-12-24,Google_Shopping,Shopping - New Launches,282,12,4.95
2026-04-05,Meta Ads,Prospecting - Video,769,26,23.68
2025-09-25,Affiliate,Affiliate - Cashback Sites,39,2,0.45
2025-02-09,Google Shopping,Shopping - New Launches,183,10,4.36
2026-04-28,Meta Ads,Retargeting - Carousel,920,29,£24.86
2025-12-10,Meta Ads,Retargeting - Carousel,926,31,25.51
2026-03-18,Google Shopping,Shopping - Bestsellers,432,21,9.21
2025-08-09,Affiliate,Affiliate - Cashback Sites,134,7,1.51
2026-01-27,Google Shopping,Shopping - Bestsellers,98,5,2.14
2025-09-05,Meta Ads,Prospecting - Static,571,21,15.09
2025-08-31,Affiliate,Affiliate - Cashback Sites,50,2,0.48
2025-06-14,Meta Ads,Prospecting - Static,422,22,15.4
2025-04-06,Meta Ads,Retargeting - Carousel,241,8,4.99
2025-11-07,meta ads,Prospecting - Video,556,26,19.37
2026-06-10,Affiliate,Affiliate - Beauty Bloggers,257,13,3.13
2026-06-03,Google Search,Brand - Search,516,28,£16.72
2025-01-23,Meta_Ads,Retargeting - Carousel,429,18,10.05
2025-06-18,Meta Ads,Prospecting - Video,801,34,22.35
2025-04-18,Google_Shopping,Shopping - Bestsellers,342,17,7.2
2025-01-26,Meta Ads,Retargeting - Carousel,273,13,6.97
2025-09-27,meta ads,Prospecting - Static,625,29,21.86
2026-04-28,Google Shopping,Shopping - Bestsellers,625,21,8.32
2025-04-25,Google Shopping,Shopping - New Launches,325,11,4.68
2025-09-11,Google Search,Non-Brand - Competitor,459,16,8.64
2025-06-03,Meta Ads,Prospecting - Static,302,16,10.91
2026-01-24,Google  Search,Brand - Search,192,7,3.7
2025-08-17,Google_Shopping,Shopping - New Launches,178,8,3.28
2025-10-15,Affiliate,Affiliate - Cashback Sites,241,8,1.82
2026-02-28,Google  Search,Non-Brand - Competitor,340,14,7.82
2025-10-11,Google Shopping,Shopping - New Launches,487,18,7.68
2025-05-02,Google Search,Non-Brand - Competitor,427,14,£7.79
2025-01-11,Affiliate,Affiliate - Beauty Bloggers,55,3,0.66
2025-04-16,FB/IG Ads,Prospecting - Static,733,23,14.26
2025-05-29,Google Shopping,Shopping - New Launches,195,10,4.28
2025-01-10,Meta Ads,Retargeting - Carousel,312,11,5.68
2025-10-12,Google Search,Non-Brand - Generic,488,23,13.56
2025-05-28,Google_Search,Brand - Search,596,19,10.49
2025-07-22,Google_Shopping,Shopping - Bestsellers,293,11,4.42
2025-09-07,Meta Ads,Retargeting - Carousel,335,13,9.06
2025-04-24,Google_Shopping,Shopping - New Launches,239,8,3.48
2025-07-24,Google Shopping,Shopping - New Launches,288,10,4.78
2025-12-09,Google Shopping,Shopping - New Launches,239,9,3.76
2026-05-13,Affiliate,Affiliate - Cashback Sites,151,7,£1.46
2025-02-10,Google Search,Non-Brand - Generic,441,17,9.14
2026-05-08,AFFILIATE,Affiliate - Beauty Bloggers,133,7,1.43
2025-10-20,Google Shopping,Shopping - Bestsellers,215,8,3.32
2025-10-03,Facebook/Instagram Ads,Prospecting - Video,733,30,22.09
2025-04-29,Meta Ads,Retargeting - Carousel,581,20,12.34
2026-03-10,Meta Ads,Prospecting - Static,994,33,29.77
2025-11-17,Google Shopping,Shopping - New Launches,112,4,1.83
2025-01-25,Google_Search,Brand - Search,172,7,3.64
2025-11-25,Google Shopping,Shopping - Bestsellers,1043,34,14.94
2025-10-30,google shopping,Shopping - New Launches,111,6,2.52
2025-12-01,Affiliate,Affiliate - Beauty Bloggers,241,11,2.38
2025-07-07,Google Shopping,Shopping - New Launches,297,10,4.29
2026-03-25,Meta Ads,Retargeting - Carousel,591,24,19.06
2025-07-17,Google Search,Non-Brand - Generic,343,13,£6.90
2026-01-09,Google Search,Non-Brand - Competitor,233,9,4.16
2025-10-08,Meta Ads,Prospecting - Static,558,28,19.63
2025-02-26,Meta Ads,Prospecting - Static,312,15,8.77
2025-04-23,Meta Ads,Prospecting - Video,1083,36,24.17
2025-08-08,Google Search,Non-Brand - Competitor,536,17,£9.05
2026-06-19,Google  Search,Brand - Search,70,3,1.6
2025-04-06,Google Shopping,Shopping - Bestsellers,323,11,4.53
2026-05-31,Google Search,Non-Brand - Competitor,361,12,6.34
2026-01-07,Google Shopping,Shopping - New Launches,337,14,6.1
2025-07-23,AFFILIATE,Affiliate - Beauty Bloggers,99,4,£0.97
2026-04-22,Google Search,Non-Brand - Competitor,593,27,14.85
2025-09-21,Affiliate,Affiliate - Cashback Sites,18,1,0.23
2025-06-12,Google Search,Non-Brand - Generic,522,22,12.33
2025-11-22,Google Shopping,Shopping - Bestsellers,381,15,6.09
2026-03-23,google shopping,Shopping - Bestsellers,158,8,3.29
2025-03-22,GOOGLE SHOPPING,Shopping - New Launches,541,24,9.93
2025-06-12,Affiliate,Affiliate - Beauty Bloggers,160,6,1.31
2026-04-17,Affiliate,Affiliate - Cashback Sites,26,1,0.21
2026-05-14,Google Shopping,Shopping - Bestsellers,351,16,6.92
2026-06-24,Google Shopping,Shopping - Bestsellers,333,15,6.7
2026-01-12,Affiliate,Affiliate - Beauty Bloggers,39,2,£0.43
2025-08-26,Google Search,Non-Brand - Generic,459,23,13.03
2025-04-21,Meta Ads,Prospecting - Video,616,20,11.77
2026-01-17,Affiliate ,Affiliate - Beauty Bloggers,281,10,2.19
2026-02-20,Affiliate,Affiliate - Beauty Bloggers,300,11,£2.53
2025-05-26,Meta Ads,Prospecting - Video,665,21,12.71
2026-04-21,FB/IG Ads,Prospecting - Static,712,31,27.16
2025-07-07,Meta_Ads,Prospecting - Video,733,24,15.58
2026-04-14,Affiliate,Affiliate - Beauty Bloggers,47,2,£0.43
2026-02-05,Google Search,Non-Brand - Generic,586,21,11.41
2025-09-10,Meta Ads,Retargeting - Carousel,415,23,17.89
2026-03-01,Google Shopping,Shopping - Bestsellers,358,12,4.96
2025-08-07,Google Shopping,Shopping - New Launches,183,8,£3.28
2025-06-28,Google Shopping,Shopping - Bestsellers,71,3,1.15
2025-04-03,Affiliate,Affiliate - Cashback Sites,91,3,£0.62
2025-04-10,Google Shopping,Shopping - Bestsellers,188,8,3.33
2026-04-22,Meta Ads,Prospecting - Static,726,38,36.96
2025-10-25,Google Search,Non-Brand - Competitor,283,12,6.85
2025-02-17,Google_Search,Brand - Search,285,11,5.71
2025-08-19,Google Shopping,Shopping - Bestsellers,395,15,6.19
2025-03-22,Google  Search,Non-Brand - Generic,518,17,8.82
2026-01-14,Meta Ads,Prospecting - Video,540,26,21.36
2026-06-09,Google  Search,Brand - Search,258,10,5.58
2025-06-10,Google Search,Brand - Search,191,9,4.6
2025-10-27,Affiliate,Affiliate - Cashback Sites,159,8,£1.84
2025-01-31,Meta Ads,Retargeting - Carousel,236,10,5.75
2025-01-03,Google Shopping,Shopping - New Launches,56,2,0.9
2026-05-10,Meta Ads,Prospecting - Video,519,17,14.42
2025-02-11,Google Search,Non-Brand - Generic,536,17,9.14
2025-07-21,Google Search,Brand - Search,166,9,5.29
2026-03-29,Meta Ads,Prospecting - Static,953,34,25.77
2026-02-16,Meta Ads,Prospecting - Static,550,27,22.23
2025-10-09,Google Shopping,Shopping - Bestsellers,351,12,£4.79
2025-02-27,Affiliate,Affiliate - Beauty Bloggers,28,1,0.23
2025-12-10,Affiliate,Affiliate - Beauty Bloggers,40,2,0.44
2025-04-04,Google Shopping,Shopping - New Launches,309,11,4.91
2025-05-23,Affiliate ,Affiliate - Beauty Bloggers,26,1,0.24
2026-06-02,Meta Ads,Retargeting - Carousel,904,31,29.59
2026-02-01,google search,Non-Brand - Generic,375,15,8.35
2025-07-01,meta ads,Prospecting - Static,543,20,15.0
2025-03-09,Affiliate,Affiliate - Cashback Sites,134,7,1.44
2026-02-16,Google Shopping,Shopping - Bestsellers,28,1,0.39
2026-05-04,Meta Ads,Retargeting - Carousel,689,36,33.23
2026-03-05,Google Shopping,Shopping - Bestsellers,240,8,£3.30
2026-05-24,Google Shopping,Shopping - New Launches,112,6,2.55
2025-03-01,Affiliate,Affiliate - Cashback Sites,82,3,0.68
2025-08-22,Meta Ads,Retargeting - Carousel,649,25,18.27
2025-10-29,Affiliate,Affiliate - Beauty Bloggers,167,7,1.6
2025-01-20,Google Search,Non-Brand - Generic,419,14,6.98
2025-02-25,Affiliate,Affiliate - Beauty Bloggers,55,2,0.44
2025-06-15,Meta Ads,Retargeting - Carousel,439,20,14.15
2025-06-10,Meta Ads,Prospecting - Video,757,42,30.86
2026-02-03,Meta Ads,Retargeting - Carousel,867,31,23.06
2025-09-03,Google Shopping,Shopping - Bestsellers,359,16,6.68
2026-03-04,google shopping,Shopping - Bestsellers,342,16,6.91
2026-01-21,Meta Ads,Prospecting - Static,784,37,30.44
2026-04-18,Affiliate,Affiliate - Beauty Bloggers,134,5,£1.18
2025-04-26,Google_Search,Non-Brand - Competitor,433,15,8.43
2025-03-19,Affiliate,Affiliate - Cashback Sites,31,1,0.21
2025-09-18,meta ads,Prospecting - Video,411,22,16.24
2025-10-31,Affiliate,Affiliate - Beauty Bloggers,50,2,0.44
2025-04-14,Google Shopping,Shopping - New Launches,247,9,3.99
2025-09-15,Google Shopping,Shopping - Bestsellers,237,8,3.55
2025-10-22,Meta Ads,Retargeting - Carousel,361,20,£14.50
2025-03-12,Google Search,Brand - Search,465,16,9.71
2025-05-05,Affiliate,Affiliate - Beauty Bloggers,92,3,0.71
2025-03-24,google search,Non-Brand - Competitor,515,20,10.6
2025-01-01,Google Search,Non-Brand - Generic,247,12,6.43
2025-05-24,Google Search,Non-Brand - Generic,695,22,12.67
2025-08-22,Google Search,Non-Brand - Competitor,431,21,11.65
2026-03-21,Affiliate,Affiliate - Cashback Sites,57,2,0.39
2026-03-09,Google Search,Non-Brand - Generic,204,8,4.56
2025-06-02,Google Shopping,Shopping - New Launches,573,23,9.61
2025-07-05,Google Shopping,Shopping - New Launches,126,5,2.35
2025-10-24,Google Shopping,Shopping - New Launches,377,12,4.89
2025-03-26,Affiliate,Affiliate - Cashback Sites,24,1,0.21
2025-10-29,Meta Ads,Retargeting - Carousel,836,30,£21.03
2025-05-04,Google Shopping,Shopping - Bestsellers,308,12,4.95
2026-06-01,Google Search,Non-Brand - Generic,591,24,12.24
2025-07-15,Google Shopping,Shopping - New Launches,252,10,4.21
2025-10-08,Google_Search,Non-Brand - Competitor,653,21,11.84
2026-02-27,Meta Ads,Retargeting - Carousel,853,28,21.87
2025-08-20,Affiliate,Affiliate - Beauty Bloggers,191,7,1.44
2025-01-14,Affiliate,Affiliate - Cashback Sites,219,7,1.51
2025-03-29,Meta Ads,Retargeting - Carousel,605,24,£14.11
2026-05-12,Google Search,Brand - Search,346,19,10.57
2025-08-24,Google Search,Non-Brand - Generic,294,10,5.58
2025-07-12,Affiliate,Affiliate - Cashback Sites,121,4,0.94
2025-01-10,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2025-05-11,Meta Ads,Prospecting - Static,627,29,17.16
2025-11-19,Google Search,Non-Brand - Generic,325,15,8.78
2025-05-03,Affiliate,Affiliate - Beauty Bloggers,78,3,0.7
2025-03-18,GOOGLE SEARCH,Brand - Search,376,17,9.42
2025-02-23,Affiliate,Affiliate - Cashback Sites,0,0,0.0
2026-04-08,Google Shopping,Shopping - New Launches,243,10,3.98
2025-11-27,Facebook/Instagram Ads,Retargeting - Carousel,1997,83,65.3
2025-12-15,Affiliate,Affiliate - Beauty Bloggers,58,3,0.65
2025-05-15,Meta Ads,Retargeting - Carousel,542,23,14.64
2026-05-23,Meta_Ads,Retargeting - Carousel,515,24,23.06
2026-03-07,Google Search,Non-Brand - Generic,464,18,9.77
2025-11-12,Google Shopping,Shopping - Bestsellers,737,33,12.61
2025-12-17,Google Search,Non-Brand - Generic,657,27,14.33
2025-10-06,Google Search,Brand - Search,411,21,11.01
2026-05-09,Google Shopping,Shopping - Bestsellers,323,13,5.41
2026-01-24,Google_Shopping,Shopping - New Launches,184,6,2.52
2025-01-02,Google Shopping,Shopping - New Launches,271,10,4.27
2026-06-19,AFFILIATE,Affiliate - Cashback Sites,51,2,£0.42
2025-03-09,Google Search,Non-Brand - Competitor,443,17,10.0
2025-09-23,meta ads,Prospecting - Video,413,22,17.18
2025-02-08,Google Search,Brand - Search,268,13,7.16
2025-01-20,Affiliate,Affiliate - Beauty Bloggers,72,3,0.68
2025-12-30,Google_Shopping,Shopping - Bestsellers,138,5,1.97
2025-11-13,Google Shopping,Shopping - Bestsellers,318,13,5.13
2025-07-10,Google Shopping,Shopping - Bestsellers,434,17,7.27
2025-07-31,Google Search,Brand - Search,420,18,9.68
2025-04-08,Google Shopping,Shopping - New Launches,270,9,3.68
2025-03-28,Google Shopping,Shopping - Bestsellers,323,16,6.59
2025-02-13,Meta Ads,Retargeting - Carousel,369,17,11.26
2025-03-11,Google Search,Brand - Search,344,13,£7.12
2026-01-18,Meta Ads,Prospecting - Static,501,25,18.52
2026-05-19,Affiliate,Affiliate - Cashback Sites,53,2,£0.42
2025-01-07,GOOGLE SEARCH,Brand - Search,324,11,6.19
2025-02-10,Google Shopping,Shopping - New Launches,265,14,5.66
2026-06-12,Meta Ads,Retargeting - Carousel,794,41,38.25
2025-06-23,Meta Ads,Retargeting - Carousel,794,25,16.47
2026-06-05,Google Search,Brand - Search,438,18,9.12
2025-01-30,Affiliate,Affiliate - Cashback Sites,99,5,1.15
2025-09-28,Meta Ads,Retargeting - Carousel,381,19,13.85
2025-03-07,Meta Ads,Prospecting - Static,518,19,11.01
2026-03-27,Meta Ads,Prospecting - Video,737,29,26.83
2025-05-23,Meta Ads,Prospecting - Static,456,23,13.56
2026-05-05,Google Shopping,Shopping - New Launches,218,10,4.55
2025-10-26,Google Search,Non-Brand - Generic,853,29,15.98
2025-01-21,Google Shopping,Shopping - Bestsellers,105,4,1.76
2026-05-02,Google Search,Non-Brand - Competitor,501,19,10.87
2026-03-27,Google Search,Non-Brand - Generic,646,23,12.79
2025-07-04,Meta_Ads,Prospecting - Video,665,28,18.79
2026-04-13,Meta Ads,Prospecting - Video,461,24,19.96
2026-04-18,Facebook/Instagram Ads,Prospecting - Video,965,36,31.1
2025-11-08,Google Shopping,Shopping - New Launches,540,19,8.13
2026-06-24,affiliate,Affiliate - Cashback Sites,142,7,1.45
2025-10-07,Meta Ads,Prospecting - Video,647,25,18.81
2025-04-13,Meta Ads,Prospecting - Static,830,28,18.57
2026-05-11,Affiliate,Affiliate - Beauty Bloggers,109,4,0.86
2026-03-29,Google_Search,Non-Brand - Competitor,740,27,13.87
2025-01-29,Google Shopping,Shopping - Bestsellers,283,11,£4.26
2026-05-12,Meta Ads,Retargeting - Carousel,822,40,38.93
2025-04-19,Affiliate,Affiliate - Beauty Bloggers,166,8,£1.77
2025-01-21,Affiliate,Affiliate - Cashback Sites,48,2,£0.45
2025-01-24,Google  Search,Brand - Search,513,18,8.7
2025-03-17,Google Shopping,Shopping - Bestsellers,236,13,5.36
2025-01-05,Affiliate,Affiliate - Cashback Sites,23,1,0.22
2026-01-31,Meta_Ads,Prospecting - Video,374,14,12.36
2025-02-16,Google Shopping,Shopping - Bestsellers,588,19,7.43
2025-02-26,Affiliate,Affiliate - Beauty Bloggers,92,3,0.67
2025-11-05,Google Shopping,Shopping - New Launches,236,9,3.91
2025-03-25,Google Shopping,Shopping - Bestsellers,373,12,5.71
2026-02-12,affiliate,Affiliate - Cashback Sites,376,12,2.6
2026-01-23,affiliate,Affiliate - Beauty Bloggers,55,3,0.65
2025-11-10,Affiliate,Affiliate - Beauty Bloggers,210,7,1.52
2026-04-29,affiliate,Affiliate - Beauty Bloggers,238,12,2.54
2025-05-08,Google Search,Non-Brand - Generic,591,24,13.61
2025-12-30,Google_Search,Non-Brand - Generic,28,1,0.56
2025-03-20,Meta Ads,Prospecting - Video,676,28,16.26
2025-10-04,Google Search,Brand - Search,256,12,7.16
2025-07-17,Meta Ads,Retargeting - Carousel,722,29,£19.09
2025-07-26,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2026-02-15,Google Shopping,Shopping - New Launches,325,16,7.07
2025-05-18,Affiliate,Affiliate - Cashback Sites,44,2,£0.44
2025-06-17,Affiliate,Affiliate - Beauty Bloggers,263,12,2.73
2026-03-22,FB/IG Ads,Prospecting - Video,938,32,27.62
2025-11-12,Meta Ads,Prospecting - Static,818,27,20.31
2025-10-18,GOOGLE SHOPPING,Shopping - Bestsellers,283,9,4.3
2025-09-20,Google Shopping,Shopping - New Launches,73,3,1.19
2026-05-30,Google Search,Non-Brand - Competitor,349,17,10.05
2025-10-29,Google Search,Non-Brand - Generic,397,21,12.03
2025-03-27,Google_Search,Non-Brand - Competitor,422,14,7.35
2025-09-29,Google Shopping,Shopping - Bestsellers,151,8,3.27
2025-03-18,Affiliate,Affiliate - Cashback Sites,122,5,1.01
2026-05-25,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2025-08-19,Meta_Ads,Prospecting - Video,782,29,22.67
2025-10-23,Meta Ads,Retargeting - Carousel,543,19,14.14
2026-01-22,Affiliate,Affiliate - Beauty Bloggers,63,3,0.71
2026-03-21,Google Search,Non-Brand - Competitor,552,20,10.92
2026-01-09,Affiliate,Affiliate - Beauty Bloggers,173,7,1.47
2025-01-05,Google_Shopping,Shopping - Bestsellers,181,6,2.43
2026-03-12,Affiliate,Affiliate - Beauty Bloggers,124,6,1.35
2025-01-17,Affiliate,Affiliate - Cashback Sites,113,4,0.93
2026-05-27,GOOGLE SHOPPING,Shopping - New Launches,620,21,8.91
2026-05-18,Meta Ads,Prospecting - Video,1192,39,35.61
2025-06-30,google shopping,Shopping - New Launches,139,7,2.79
2025-01-29,Google Search,Non-Brand - Generic,209,8,4.65
2026-04-18,Google Search,Brand - Search,814,27,£14.08
2026-04-11,GOOGLE SEARCH,Non-Brand - Generic,314,17,10.37
2026-06-08,AFFILIATE,Affiliate - Beauty Bloggers,222,8,1.72
2025-07-01,Google Shopping,Shopping - Bestsellers,358,13,5.59
2026-02-15,meta ads,Retargeting - Carousel,533,25,20.69
2025-05-10,Google Search,Non-Brand - Generic,254,10,5.33
2026-06-22,GOOGLE SHOPPING,Shopping - Bestsellers,611,23,9.46
2025-10-09,Meta Ads,Prospecting - Static,785,29,21.68
2025-04-14,Affiliate,Affiliate - Cashback Sites,0,0,£0.00
2026-02-02,Meta Ads,Prospecting - Video,503,25,21.06
2026-01-13,affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2026-01-10,Google Shopping,Shopping - New Launches,294,14,5.42
2025-03-07,Affiliate,Affiliate - Cashback Sites,90,5,1.09
2025-04-09,Google Shopping,Shopping - Bestsellers,170,6,2.75
2026-03-24,Google Shopping,Shopping - Bestsellers,284,9,3.53
2025-07-31,Meta_Ads,Retargeting - Carousel,678,23,16.13
2025-03-14,Affiliate,Affiliate - Beauty Bloggers,56,3,0.62
2025-11-18,Affiliate,Affiliate - Beauty Bloggers,84,4,0.88
2025-03-04,Affiliate,Affiliate - Beauty Bloggers,175,6,1.29
2026-04-27,FB/IG Ads,Retargeting - Carousel,620,30,29.9
2025-06-01,Google Shopping,Shopping - Bestsellers,222,8,3.54
2026-02-28,affiliate,Affiliate - Cashback Sites,313,15,3.25
2025-10-06,Affiliate,Affiliate - Beauty Bloggers,128,7,1.58
2025-12-26,Meta Ads,Prospecting - Static,478,17,14.21
2025-09-14,Google Shopping,Shopping - Bestsellers,359,19,7.82
2026-01-29,Google Shopping,Shopping - Bestsellers,362,12,4.77
2025-12-16,Affiliate,Affiliate - Beauty Bloggers,50,2,0.47
2025-04-06,Google Search,Brand - Search,326,12,£6.82
2026-05-04,AFFILIATE,Affiliate - Cashback Sites,82,4,0.92
2026-05-25,Google Search,Brand - Search,307,17,9.32
2025-08-30,Affiliate,Affiliate - Beauty Bloggers,63,3,0.65
2025-04-02,Affiliate,Affiliate - Beauty Bloggers,56,3,£0.69
2025-04-11,Meta_Ads,Prospecting - Static,345,17,10.42
2025-06-19,Meta Ads,Retargeting - Carousel,808,42,£28.21
2026-05-19,Google Shopping,Shopping - Bestsellers,661,26,10.93
2025-05-22,Meta Ads,Prospecting - Static,369,12,7.62
2025-09-14,Meta Ads,Prospecting - Video,761,24,16.33
2025-10-07,Affiliate ,Affiliate - Beauty Bloggers,190,7,1.47
2025-08-13,Affiliate ,Affiliate - Beauty Bloggers,193,7,1.73
2025-05-14,Affiliate,Affiliate - Cashback Sites,151,5,1.17
2026-03-25,Affiliate,Affiliate - Beauty Bloggers,69,3,0.66
2025-08-26,Affiliate,Affiliate - Cashback Sites,96,5,£1.02
2025-09-02,Affiliate,Affiliate - Cashback Sites,102,5,1.14
2025-05-05,Google Search,Non-Brand - Competitor,406,16,8.12
2025-05-17,Affiliate,Affiliate - Beauty Bloggers,60,2,0.48
2025-04-25,Affiliate,Affiliate - Cashback Sites,106,4,£0.86
2025-11-24,Google Search,Non-Brand - Competitor,732,38,19.3
2025-02-22,Affiliate,Affiliate - Cashback Sites,108,6,1.27
2025-08-23,Google Shopping,Shopping - New Launches,191,7,2.82
2025-12-25,Meta Ads,Prospecting - Video,514,27,£20.92
2026-02-22,Google_Shopping,Shopping - Bestsellers,390,18,7.64
2025-02-13,Google Shopping,Shopping - New Launches,185,8,3.33
2025-11-24,Affiliate ,Affiliate - Cashback Sites,235,11,2.55
2025-02-18,Google Search,Brand - Search,210,7,3.58
2025-02-05,Meta Ads,Retargeting - Carousel,663,22,£12.70
2026-04-25,Google Shopping,Shopping - Bestsellers,275,12,£4.74
2026-04-28,Google Search,Non-Brand - Competitor,517,21,11.1
2025-12-26,Google Search,Brand - Search,187,9,5.02
2025-11-01,GOOGLE SEARCH,Non-Brand - Competitor,286,15,£8.36
2025-10-12,Google Shopping,Shopping - New Launches,223,7,2.73
2026-04-17,Meta Ads,Prospecting - Static,784,34,31.0
2025-12-23,Google Shopping,Shopping - New Launches,370,13,5.48
2025-02-27,Google Shopping,Shopping - Bestsellers,169,6,2.77
2025-05-23,Google Shopping,Shopping - Bestsellers,149,6,2.58
2025-07-09,meta ads,Prospecting - Static,315,12,8.25
2025-11-07,Google Shopping,Shopping - New Launches,283,12,5.69
2025-05-30,google shopping,Shopping - New Launches,339,11,4.72
2025-02-08,Meta Ads,Prospecting - Video,458,19,11.4
2025-12-30,meta ads,Prospecting - Video,173,6,£4.46
2025-08-10,Google Search,Brand - Search,465,17,9.01
2025-10-29,Google Shopping,Shopping - New Launches,442,16,6.34
2025-12-06,Affiliate ,Affiliate - Cashback Sites,193,7,1.55
2026-06-07,affiliate,Affiliate - Cashback Sites,150,6,1.26
2025-01-19,Meta Ads,Prospecting - Video,539,18,9.66
2025-07-22,Google  Search,Brand - Search,691,26,13.44
2025-04-14,Meta Ads,Prospecting - Static,295,13,7.01
2025-12-31,Affiliate,Affiliate - Cashback Sites,243,8,£1.82
2025-11-04,Meta Ads,Retargeting - Carousel,760,41,31.36
2025-08-21,Meta Ads,Retargeting - Carousel,415,20,15.27
2026-02-17,Google Shopping,Shopping - Bestsellers,227,12,4.92
2025-02-28,GOOGLE SHOPPING,Shopping - Bestsellers,183,10,4.03
2026-06-12,Google Shopping,Shopping - Bestsellers,451,18,8.19
2025-07-20,Affiliate,Affiliate - Cashback Sites,56,3,0.64
2025-08-09,Meta_Ads,Retargeting - Carousel,623,30,18.99
2026-02-13,GOOGLE SHOPPING,Shopping - New Launches,197,10,429.00
2025-09-21,meta ads,Retargeting - Carousel,891,30,24.24
2025-03-14,Meta Ads,Prospecting - Video,90,3,1.76
2025-08-17,Meta Ads,Prospecting - Static,434,16,10.55
2026-05-05,Google Search,Non-Brand - Competitor,228,11,6.34
2025-10-01,Google Shopping,Shopping - New Launches,159,8,3.33
2025-10-05,Affiliate,Affiliate - Cashback Sites,75,4,0.81
2026-04-18,GOOGLE SHOPPING,Shopping - New Launches,159,8,3.69
2025-01-29,meta ads,Prospecting - Static,126,7,3.77
2026-01-29,google search,Brand - Search,270,13,6.7
2025-04-27,Google Shopping,Shopping - New Launches,151,6,£2.36
2025-02-11,affiliate,Affiliate - Beauty Bloggers,67,3,£0.63
2025-08-13,Google Shopping,Shopping - Bestsellers,112,6,2.57
2026-02-07,GOOGLE SHOPPING,Shopping - New Launches,309,13,5.83
2025-10-03,Google Shopping,Shopping - Bestsellers,307,13,5.7
2025-08-19,Google  Search,Non-Brand - Generic,292,15,8.07
2026-01-24,Affiliate,Affiliate - Beauty Bloggers,0,0,£0.00
2025-05-30,Meta Ads,Retargeting - Carousel,617,25,17.09
2026-05-01,Affiliate,Affiliate - Cashback Sites,91,3,0.65
2025-03-06,Google_Shopping,Shopping - Bestsellers,154,7,2.98
2025-03-05,Affiliate,Affiliate - Cashback Sites,24,1,0.23
2025-07-01,Affiliate,Affiliate - Beauty Bloggers,62,3,0.62
2025-07-12,Google Search,Non-Brand - Competitor,162,9,£4.72
2026-03-08,Meta Ads,Prospecting - Static,913,35,29.48
2026-01-05,google shopping,Shopping - Bestsellers,93,3,1.25
2025-01-28,Meta Ads,Prospecting - Static,221,12,6.59
2026-02-24,AFFILIATE,Affiliate - Beauty Bloggers,52,2,0.43
2026-03-01,Google Search,Brand - Search,294,16,8.98
2025-11-03,Meta Ads,Prospecting - Video,832,46,34.97
2025-06-28,Google Search,Brand - Search,525,18,£9.90
2026-01-05,affiliate,Affiliate - Beauty Bloggers,135,5,£1.12
2025-09-12,Affiliate,Affiliate - Beauty Bloggers,154,5,1.11
2025-10-18,Google Search,Brand - Search,261,13,7.46
2025-08-29,Google Search,Non-Brand - Competitor,452,16,8.78
2025-03-09,Meta Ads,Retargeting - Carousel,890,28,£15.49
2025-01-16,Affiliate,Affiliate - Beauty Bloggers,18,1,£0.22
2025-10-01,Meta Ads,Prospecting - Video,1037,36,24.13
2025-08-12,Google Search,Brand - Search,464,15,8.26
2025-11-20,Affiliate,Affiliate - Cashback Sites,191,7,1.51
